NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables. 
Product Type: Annual Tide Prediction 
StationName: Des Moines, East Passage
State: WA
Stationid: 9446248
ReferencedToStationName: Seattle
ReferenceToStationId: 9447130
HeightOffsetLow: *1.01
HeightOffsetHigh: * 1.03
TimeOffsetLow: 8
TimeOffsetHigh: 5
Prediction Type: Subordinate
From: 20161231 12:00AM - 20171231 11:59PM
Units: feet(ft) also in centimeters(cm)
Time Zone: LST/LDT
Datum: MLLW
Interval Type: High/Low Tide Predictions
 
Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2017/05/05	Fri	08:07 PM	2.4		73		L
2017/05/06	Sat	02:58 AM	11.6		354		H
2017/05/06	Sat	09:39 AM	2.5		76		L
2017/05/06	Sat	03:29 PM	9.0		274		H
2017/05/06	Sat	09:08 PM	3.1		94		L
2017/05/07	Sun	03:34 AM	11.5		351		H
2017/05/07	Sun	10:16 AM	1.6		49		L
2017/05/07	Sun	04:29 PM	9.6		293		H
2017/05/07	Sun	10:01 PM	3.7		113		L
2017/05/08	Mon	04:03 AM	11.4		347		H
2017/05/08	Mon	10:48 AM	0.8		24		L
2017/05/08	Mon	05:19 PM	10.1		308		H
2017/05/08	Mon	10:47 PM	4.3		131		L
2017/05/09	Tue	04:30 AM	11.2		341		H
2017/05/09	Tue	11:17 AM	0.2		6		L
2017/05/09	Tue	06:03 PM	10.6		323		H
2017/05/09	Tue	11:30 PM	5.0		152		L
2017/05/10	Wed	04:57 AM	11.0		335		H
2017/05/10	Wed	11:46 AM	-0.3		-9		L
2017/05/10	Wed	06:41 PM	10.9		332		H
2017/05/11	Thu	12:10 AM	5.5		168		L
2017/05/11	Thu	05:24 AM	10.7		326		H
2017/05/11	Thu	12:15 PM	-0.7		-21		L
2017/05/11	Thu	07:17 PM	11.2		341		H
2017/05/12	Fri	12:50 AM	6.0		183		L
2017/05/12	Fri	05:54 AM	10.4		317		H
2017/05/12	Fri	12:46 PM	-0.9		-27		L
2017/05/12	Fri	07:53 PM	11.4		347		H
2017/05/13	Sat	01:31 AM	6.4		195		L
2017/05/13	Sat	06:27 AM	10.1		308		H
2017/05/13	Sat	01:20 PM	-1.0		-30		L
2017/05/13	Sat	08:30 PM	11.5		351		H
2017/05/14	Sun	02:13 AM	6.6		201		L
2017/05/14	Sun	07:01 AM	9.7		296		H
2017/05/14	Sun	01:57 PM	-0.9		-27		L
2017/05/14	Sun	09:10 PM	11.5		351		H
2017/05/15	Mon	03:00 AM	6.8		207		L
2017/05/15	Mon	07:39 AM	9.2		280		H
2017/05/15	Mon	02:37 PM	-0.6		-18		L
2017/05/15	Mon	09:54 PM	11.5		351		H
2017/05/16	Tue	03:52 AM	6.8		207		L
2017/05/16	Tue	08:23 AM	8.7		265		H
2017/05/16	Tue	03:21 PM	-0.1		-3		L
2017/05/16	Tue	10:41 PM	11.4		347		H
2017/05/17	Wed	04:53 AM	6.6		201		L
2017/05/17	Wed	09:17 AM	8.2		250		H
2017/05/17	Wed	04:09 PM	0.5		15		L
2017/05/17	Wed	11:30 PM	11.3		344		H
2017/05/18	Thu	06:00 AM	6.2		189		L
2017/05/18	Thu	10:27 AM	7.8		238		H
2017/05/18	Thu	05:03 PM	1.2		37		L
2017/05/19	Fri	12:19 AM	11.3		344		H
2017/05/19	Fri	07:03 AM	5.4		165		L
2017/05/19	Fri	11:47 AM	7.6		232		H
2017/05/19	Fri	06:02 PM	1.9		58		L
2017/05/20	Sat	01:06 AM	11.4		347		H
2017/05/20	Sat	07:53 AM	4.3		131		L
2017/05/20	Sat	01:08 PM	7.8		238		H
2017/05/20	Sat	07:05 PM	2.6		79		L
2017/05/21	Sun	01:48 AM	11.6		354		H
2017/05/21	Sun	08:36 AM	3.0		91		L
2017/05/21	Sun	02:23 PM	8.5		259		H
2017/05/21	Sun	08:07 PM	3.3		101		L
2017/05/22	Mon	02:27 AM	11.8		360		H
2017/05/22	Mon	09:16 AM	1.5		46		L
2017/05/22	Mon	03:29 PM	9.4		287		H
2017/05/22	Mon	09:05 PM	3.9		119		L
2017/05/23	Tue	03:05 AM	12.0		366		H
2017/05/23	Tue	09:56 AM	0.0		0		L
2017/05/23	Tue	04:29 PM	10.3		314		H
2017/05/23	Tue	10:01 PM	4.5		137		L
2017/05/24	Wed	03:43 AM	12.2		372		H
2017/05/24	Wed	10:37 AM	-1.4		-43		L
2017/05/24	Wed	05:24 PM	11.2		341		H
2017/05/24	Wed	10:55 PM	5.1		155		L
2017/05/25	Thu	04:22 AM	12.3		375		H
2017/05/25	Thu	11:20 AM	-2.6		-79		L
2017/05/25	Thu	06:18 PM	11.9		363		H
2017/05/25	Thu	11:48 PM	5.6		171		L
2017/05/26	Fri	05:04 AM	12.2		372		H
2017/05/26	Fri	12:04 PM	-3.3		-101		L
2017/05/26	Fri	07:11 PM	12.4		378		H
2017/05/27	Sat	12:42 AM	6.0		183		L
2017/05/27	Sat	05:49 AM	11.9		363		H
2017/05/27	Sat	12:51 PM	-3.5		-107		L
2017/05/27	Sat	08:04 PM	12.7		387		H
2017/05/28	Sun	01:39 AM	6.2		189		L
2017/05/28	Sun	06:38 AM	11.4		347		H
2017/05/28	Sun	01:39 PM	-3.2		-98		L
2017/05/28	Sun	08:58 PM	12.7		387		H
2017/05/29	Mon	02:40 AM	6.3		192		L
2017/05/29	Mon	07:32 AM	10.6		323		H
2017/05/29	Mon	02:29 PM	-2.5		-76		L
2017/05/29	Mon	09:52 PM	12.6		384		H
2017/05/30	Tue	03:47 AM	6.1		186		L
2017/05/30	Tue	08:33 AM	9.7		296		H
2017/05/30	Tue	03:21 PM	-1.4		-43		L
2017/05/30	Tue	10:46 PM	12.5		381		H
2017/05/31	Wed	05:01 AM	5.6		171		L
2017/05/31	Wed	09:43 AM	8.8		268		H
2017/05/31	Wed	04:16 PM	-0.1		-3		L
2017/05/31	Wed	11:40 PM	12.2		372		H
2017/06/01	Thu	06:17 AM	4.8		146		L
2017/06/01	Thu	11:04 AM	8.1		247		H
2017/06/01	Thu	05:16 PM	1.3		40		L
2017/06/02	Fri	12:32 AM	12.0		366		H
2017/06/02	Fri	07:26 AM	3.8		116		L
2017/06/02	Fri	12:36 PM	7.8		238		H
2017/06/02	Fri	06:21 PM	2.7		82		L
2017/06/03	Sat	01:20 AM	11.8		360		H
2017/06/03	Sat	08:22 AM	2.6		79		L
2017/06/03	Sat	02:10 PM	8.1		247		H
2017/06/03	Sat	07:30 PM	3.8		116		L
2017/06/04	Sun	02:03 AM	11.6		354		H
2017/06/04	Sun	09:07 AM	1.6		49		L
2017/06/04	Sun	03:30 PM	8.7		265		H
2017/06/04	Sun	08:38 PM	4.7		143		L
2017/06/05	Mon	02:40 AM	11.4		347		H
2017/06/05	Mon	09:45 AM	0.7		21		L
2017/06/05	Mon	04:34 PM	9.5		290		H
2017/06/05	Mon	09:38 PM	5.5		168		L
2017/06/06	Tue	03:13 AM	11.2		341		H
2017/06/06	Tue	10:18 AM	0.0		0		L
2017/06/06	Tue	05:25 PM	10.2		311		H
2017/06/06	Tue	10:30 PM	6.0		183		L
2017/06/07	Wed	03:44 AM	10.9		332		H
2017/06/07	Wed	10:48 AM	-0.6		-18		L
2017/06/07	Wed	06:07 PM	10.7		326		H
2017/06/07	Wed	11:17 PM	6.4		195		L
2017/06/08	Thu	04:15 AM	10.7		326		H
2017/06/08	Thu	11:17 AM	-1.0		-30		L
2017/06/08	Thu	06:42 PM	11.1		338		H
2017/06/08	Thu	11:59 PM	6.7		204		L
2017/06/09	Fri	04:46 AM	10.5		320		H
2017/06/09	Fri	11:48 AM	-1.3		-40		L
2017/06/09	Fri	07:14 PM	11.4		347		H
2017/06/10	Sat	12:39 AM	6.9		210		L
2017/06/10	Sat	05:19 AM	10.2		311		H
2017/06/10	Sat	12:20 PM	-1.5		-46		L
2017/06/10	Sat	07:45 PM	11.7		357		H
2017/06/11	Sun	01:18 AM	7.0		213		L
2017/06/11	Sun	05:54 AM	9.9		302		H
2017/06/11	Sun	12:55 PM	-1.5		-46		L
2017/06/11	Sun	08:17 PM	11.8		360		H
2017/06/12	Mon	01:58 AM	6.9		210		L
2017/06/12	Mon	06:32 AM	9.6		293		H
2017/06/12	Mon	01:32 PM	-1.4		-43		L
2017/06/12	Mon	08:51 PM	11.9		363		H
2017/06/13	Tue	02:41 AM	6.8		207		L
2017/06/13	Tue	07:13 AM	9.2		280		H
2017/06/13	Tue	02:12 PM	-1.0		-30		L
2017/06/13	Tue	09:28 PM	12.0		366		H
2017/06/14	Wed	03:27 AM	6.5		198		L
2017/06/14	Wed	07:59 AM	8.8		268		H
2017/06/14	Wed	02:53 PM	-0.5		-15		L
2017/06/14	Wed	10:08 PM	12.0		366		H
2017/06/15	Thu	04:18 AM	6.0		183		L
2017/06/15	Thu	08:54 AM	8.3		253		H
2017/06/15	Thu	03:37 PM	0.3		9		L
2017/06/15	Thu	10:49 PM	12.0		366		H
2017/06/16	Fri	05:13 AM	5.4		165		L
2017/06/16	Fri	10:01 AM	7.9		241		H
2017/06/16	Fri	04:26 PM	1.3		40		L
2017/06/16	Fri	11:30 PM	12.0		366		H
2017/06/17	Sat	06:10 AM	4.4		134		L
2017/06/17	Sat	11:19 AM	7.7		235		H
2017/06/17	Sat	05:20 PM	2.4		73		L
2017/06/18	Sun	12:13 AM	12.0		366		H
2017/06/18	Sun	07:04 AM	3.2		98		L
2017/06/18	Sun	12:44 PM	7.8		238		H
2017/06/18	Sun	06:21 PM	3.6		110		L
2017/06/19	Mon	12:55 AM	12.0		366		H
2017/06/19	Mon	07:55 AM	1.8		55		L
2017/06/19	Mon	02:08 PM	8.5		259		H
2017/06/19	Mon	07:28 PM	4.6		140		L
2017/06/20	Tue	01:38 AM	12.1		369		H
2017/06/20	Tue	08:42 AM	0.2		6		L
2017/06/20	Tue	03:24 PM	9.4		287		H
2017/06/20	Tue	08:35 PM	5.5		168		L
2017/06/21	Wed	02:21 AM	12.2		372		H
2017/06/21	Wed	09:28 AM	-1.2		-37		L
2017/06/21	Wed	04:29 PM	10.4		317		H
2017/06/21	Wed	09:39 PM	6.0		183		L
2017/06/22	Thu	03:05 AM	12.3		375		H
2017/06/22	Thu	10:14 AM	-2.4		-73		L
2017/06/22	Thu	05:26 PM	11.4		347		H
2017/06/22	Thu	10:39 PM	6.4		195		L
2017/06/23	Fri	03:51 AM	12.3		375		H
2017/06/23	Fri	11:00 AM	-3.3		-101		L
2017/06/23	Fri	06:17 PM	12.1		369		H
2017/06/23	Fri	11:36 PM	6.5		198		L
2017/06/24	Sat	04:39 AM	12.1		369		H
2017/06/24	Sat	11:46 AM	-3.7		-113		L
2017/06/24	Sat	07:06 PM	12.6		384		H
2017/06/25	Sun	12:32 AM	6.5		198		L
2017/06/25	Sun	05:29 AM	11.8		360		H
2017/06/25	Sun	12:33 PM	-3.6		-110		L
2017/06/25	Sun	07:54 PM	12.8		390		H
2017/06/26	Mon	01:28 AM	6.2		189		L
2017/06/26	Mon	06:23 AM	11.2		341		H
2017/06/26	Mon	01:21 PM	-3.1		-94		L
2017/06/26	Mon	08:40 PM	12.9		393		H
2017/06/27	Tue	02:26 AM	5.9		180		L
2017/06/27	Tue	07:19 AM	10.5		320		H
2017/06/27	Tue	02:09 PM	-2.2		-67		L
2017/06/27	Tue	09:26 PM	12.8		390		H
2017/06/28	Wed	03:27 AM	5.4		165		L
2017/06/28	Wed	08:21 AM	9.6		293		H
2017/06/28	Wed	02:58 PM	-0.9		-27		L
2017/06/28	Wed	10:11 PM	12.6		384		H
2017/06/29	Thu	04:30 AM	4.7		143		L
2017/06/29	Thu	09:28 AM	8.8		268		H
2017/06/29	Thu	03:48 PM	0.5		15		L
2017/06/29	Thu	10:55 PM	12.4		378		H
2017/06/30	Fri	05:35 AM	4.0		122		L
2017/06/30	Fri	10:45 AM	8.1		247		H
2017/06/30	Fri	04:42 PM	2.1		64		L
2017/06/30	Fri	11:40 PM	12.1		369		H
2017/07/01	Sat	06:39 AM	3.1		94		L
2017/07/01	Sat	12:14 PM	7.8		238		H
2017/07/01	Sat	05:42 PM	3.7		113		L
2017/07/02	Sun	12:24 AM	11.7		357		H
2017/07/02	Sun	07:36 AM	2.2		67		L
2017/07/02	Sun	01:54 PM	8.0		244		H
2017/07/02	Sun	06:52 PM	5.1		155		L
2017/07/03	Mon	01:08 AM	11.4		347		H
2017/07/03	Mon	08:25 AM	1.3		40		L
2017/07/03	Mon	03:23 PM	8.8		268		H
2017/07/03	Mon	08:08 PM	6.0		183		L
2017/07/04	Tue	01:50 AM	11.1		338		H
2017/07/04	Tue	09:07 AM	0.5		15		L
2017/07/04	Tue	04:29 PM	9.6		293		H
2017/07/04	Tue	09:19 PM	6.6		201		L
2017/07/05	Wed	02:30 AM	10.8		329		H
2017/07/05	Wed	09:44 AM	-0.1		-3		L
2017/07/05	Wed	05:18 PM	10.3		314		H
2017/07/05	Wed	10:18 PM	6.9		210		L
2017/07/06	Thu	03:08 AM	10.6		323		H
2017/07/06	Thu	10:18 AM	-0.6		-18		L
2017/07/06	Thu	05:58 PM	10.9		332		H
2017/07/06	Thu	11:06 PM	7.1		216		L
2017/07/07	Fri	03:45 AM	10.4		317		H
2017/07/07	Fri	10:50 AM	-1.0		-30		L
2017/07/07	Fri	06:30 PM	11.2		341		H
2017/07/07	Fri	11:46 PM	7.1		216		L
2017/07/08	Sat	04:22 AM	10.3		314		H
2017/07/08	Sat	11:24 AM	-1.3		-40		L
2017/07/08	Sat	06:57 PM	11.5		351		H
2017/07/09	Sun	12:22 AM	7.0		213		L
2017/07/09	Sun	04:59 AM	10.1		308		H
2017/07/09	Sun	11:58 AM	-1.4		-43		L
2017/07/09	Sun	07:24 PM	11.7		357		H
2017/07/10	Mon	12:56 AM	6.8		207		L
2017/07/10	Mon	05:36 AM	10.0		305		H
2017/07/10	Mon	12:34 PM	-1.5		-46		L
2017/07/10	Mon	07:51 PM	11.9		363		H
2017/07/11	Tue	01:31 AM	6.5		198		L
2017/07/11	Tue	06:16 AM	9.8		299		H
2017/07/11	Tue	01:11 PM	-1.3		-40		L
2017/07/11	Tue	08:22 PM	12.0		366		H
2017/07/12	Wed	02:10 AM	6.1		186		L
2017/07/12	Wed	06:59 AM	9.6		293		H
2017/07/12	Wed	01:49 PM	-0.9		-27		L
2017/07/12	Wed	08:54 PM	12.1		369		H
2017/07/13	Thu	02:52 AM	5.6		171		L
2017/07/13	Thu	07:47 AM	9.2		280		H
2017/07/13	Thu	02:29 PM	-0.3		-9		L
2017/07/13	Thu	09:29 PM	12.2		372		H
2017/07/14	Fri	03:38 AM	4.9		149		L
2017/07/14	Fri	08:42 AM	8.8		268		H
2017/07/14	Fri	03:11 PM	0.7		21		L
2017/07/14	Fri	10:05 PM	12.2		372		H
2017/07/15	Sat	04:28 AM	4.1		125		L
2017/07/15	Sat	09:46 AM	8.4		256		H
2017/07/15	Sat	03:56 PM	1.9		58		L
2017/07/15	Sat	10:44 PM	12.1		369		H
2017/07/16	Sun	05:22 AM	3.2		98		L
2017/07/16	Sun	11:01 AM	8.2		250		H
2017/07/16	Sun	04:48 PM	3.3		101		L
2017/07/16	Sun	11:26 PM	12.0		366		H
2017/07/17	Mon	06:19 AM	2.0		61		L
2017/07/17	Mon	12:27 PM	8.2		250		H
2017/07/17	Mon	05:50 PM	4.7		143		L
2017/07/18	Tue	12:11 AM	12.0		366		H
2017/07/18	Tue	07:17 AM	0.8		24		L
2017/07/18	Tue	01:59 PM	8.8		268		H
2017/07/18	Tue	07:03 PM	5.8		177		L
2017/07/19	Wed	12:59 AM	11.9		363		H
2017/07/19	Wed	08:12 AM	-0.4		-12		L
2017/07/19	Wed	03:23 PM	9.7		296		H
2017/07/19	Wed	08:20 PM	6.5		198		L
2017/07/20	Thu	01:50 AM	11.9		363		H
2017/07/20	Thu	09:05 AM	-1.6		-49		L
2017/07/20	Thu	04:29 PM	10.7		326		H
2017/07/20	Thu	09:30 PM	6.8		207		L
2017/07/21	Fri	02:43 AM	11.9		363		H
2017/07/21	Fri	09:55 AM	-2.4		-73		L
2017/07/21	Fri	05:22 PM	11.5		351		H
2017/07/21	Fri	10:32 PM	6.7		204		L
2017/07/22	Sat	03:36 AM	11.9		363		H
2017/07/22	Sat	10:43 AM	-3.0		-91		L
2017/07/22	Sat	06:07 PM	12.0		366		H
2017/07/22	Sat	11:28 PM	6.4		195		L
2017/07/23	Sun	04:29 AM	11.8		360		H
2017/07/23	Sun	11:31 AM	-3.1		-94		L
2017/07/23	Sun	06:49 PM	12.4		378		H
2017/07/24	Mon	12:20 AM	5.9		180		L
2017/07/24	Mon	05:22 AM	11.5		351		H
2017/07/24	Mon	12:17 PM	-2.8		-85		L
2017/07/24	Mon	07:29 PM	12.6		384		H
2017/07/25	Tue	01:11 AM	5.4		165		L
2017/07/25	Tue	06:16 AM	11.1		338		H
2017/07/25	Tue	01:03 PM	-2.2		-67		L
2017/07/25	Tue	08:08 PM	12.6		384		H
2017/07/26	Wed	02:01 AM	4.8		146		L
2017/07/26	Wed	07:12 AM	10.5		320		H
2017/07/26	Wed	01:48 PM	-1.1		-34		L
2017/07/26	Wed	08:47 PM	12.5		381		H
2017/07/27	Thu	02:53 AM	4.2		128		L
2017/07/27	Thu	08:10 AM	9.8		299		H
2017/07/27	Thu	02:34 PM	0.2		6		L
2017/07/27	Thu	09:25 PM	12.3		375		H
2017/07/28	Fri	03:46 AM	3.6		110		L
2017/07/28	Fri	09:12 AM	9.1		277		H
2017/07/28	Fri	03:20 PM	1.7		52		L
2017/07/28	Fri	10:04 PM	12.0		366		H
2017/07/29	Sat	04:40 AM	3.1		94		L
2017/07/29	Sat	10:21 AM	8.5		259		H
2017/07/29	Sat	04:09 PM	3.2		98		L
2017/07/29	Sat	10:45 PM	11.6		354		H
2017/07/30	Sun	05:37 AM	2.6		79		L
2017/07/30	Sun	11:43 AM	8.2		250		H
2017/07/30	Sun	05:06 PM	4.7		143		L
2017/07/30	Sun	11:28 PM	11.1		338		H
2017/07/31	Mon	06:35 AM	2.0		61		L
2017/07/31	Mon	01:22 PM	8.4		256		H
2017/07/31	Mon	06:17 PM	6.0		183		L
2017/08/01	Tue	12:15 AM	10.7		326		H
2017/08/01	Tue	07:30 AM	1.5		46		L
2017/08/01	Tue	02:59 PM	9.0		274		H
2017/08/01	Tue	07:46 PM	6.8		207		L
2017/08/02	Wed	01:04 AM	10.3		314		H
2017/08/02	Wed	08:21 AM	0.9		27		L
2017/08/02	Wed	04:06 PM	9.7		296		H
2017/08/02	Wed	09:08 PM	7.0		213		L
2017/08/03	Thu	01:54 AM	10.1		308		H
2017/08/03	Thu	09:06 AM	0.4		12		L
2017/08/03	Thu	04:53 PM	10.4		317		H
2017/08/03	Thu	10:07 PM	7.0		213		L
2017/08/04	Fri	02:42 AM	10.0		305		H
2017/08/04	Fri	09:46 AM	-0.1		-3		L
2017/08/04	Fri	05:29 PM	10.8		329		H
2017/08/04	Fri	10:51 PM	6.8		207		L
2017/08/05	Sat	03:26 AM	10.0		305		H
2017/08/05	Sat	10:24 AM	-0.5		-15		L
2017/08/05	Sat	05:57 PM	11.1		338		H
2017/08/05	Sat	11:25 PM	6.6		201		L
2017/08/06	Sun	04:08 AM	10.1		308		H
2017/08/06	Sun	11:00 AM	-0.8		-24		L
2017/08/06	Sun	06:22 PM	11.3		344		H
2017/08/06	Sun	11:55 PM	6.3		192		L
2017/08/07	Mon	04:47 AM	10.1		308		H
2017/08/07	Mon	11:36 AM	-1.0		-30		L
2017/08/07	Mon	06:46 PM	11.5		351		H
2017/08/08	Tue	12:25 AM	5.9		180		L
2017/08/08	Tue	05:27 AM	10.2		311		H
2017/08/08	Tue	12:12 PM	-1.0		-30		L
2017/08/08	Tue	07:11 PM	11.7		357		H
2017/08/09	Wed	12:58 AM	5.3		162		L
2017/08/09	Wed	06:08 AM	10.2		311		H
2017/08/09	Wed	12:49 PM	-0.7		-21		L
2017/08/09	Wed	07:40 PM	11.9		363		H
2017/08/10	Thu	01:34 AM	4.7		143		L
2017/08/10	Thu	06:53 AM	10.1		308		H
2017/08/10	Thu	01:27 PM	-0.2		-6		L
2017/08/10	Thu	08:10 PM	12.0		366		H
2017/08/11	Fri	02:14 AM	4.0		122		L
2017/08/11	Fri	07:42 AM	9.9		302		H
2017/08/11	Fri	02:07 PM	0.7		21		L
2017/08/11	Fri	08:43 PM	12.1		369		H
2017/08/12	Sat	02:58 AM	3.2		98		L
2017/08/12	Sat	08:36 AM	9.6		293		H
2017/08/12	Sat	02:49 PM	1.8		55		L
2017/08/12	Sat	09:19 PM	12.0		366		H
2017/08/13	Sun	03:47 AM	2.4		73		L
2017/08/13	Sun	09:39 AM	9.2		280		H
2017/08/13	Sun	03:35 PM	3.1		94		L
2017/08/13	Sun	09:58 PM	11.8		360		H
2017/08/14	Mon	04:40 AM	1.7		52		L
2017/08/14	Mon	10:51 AM	9.0		274		H
2017/08/14	Mon	04:29 PM	4.5		137		L
2017/08/14	Mon	10:43 PM	11.6		354		H
2017/08/15	Tue	05:39 AM	0.9		27		L
2017/08/15	Tue	12:17 PM	9.0		274		H
2017/08/15	Tue	05:36 PM	5.8		177		L
2017/08/15	Tue	11:34 PM	11.3		344		H
2017/08/16	Wed	06:42 AM	0.2		6		L
2017/08/16	Wed	01:54 PM	9.4		287		H
2017/08/16	Wed	06:59 PM	6.6		201		L
2017/08/17	Thu	12:32 AM	11.1		338		H
2017/08/17	Thu	07:45 AM	-0.5		-15		L
2017/08/17	Thu	03:18 PM	10.2		311		H
2017/08/17	Thu	08:23 PM	6.8		207		L
2017/08/18	Fri	01:34 AM	11.1		338		H
2017/08/18	Fri	08:44 AM	-1.2		-37		L
2017/08/18	Fri	04:18 PM	10.9		332		H
2017/08/18	Fri	09:33 PM	6.5		198		L
2017/08/19	Sat	02:36 AM	11.1		338		H
2017/08/19	Sat	09:39 AM	-1.7		-52		L
2017/08/19	Sat	05:04 PM	11.5		351		H
2017/08/19	Sat	10:30 PM	5.9		180		L
2017/08/20	Sun	03:35 AM	11.2		341		H
2017/08/20	Sun	10:29 AM	-1.9		-58		L
2017/08/20	Sun	05:43 PM	11.9		363		H
2017/08/20	Sun	11:19 PM	5.2		158		L
2017/08/21	Mon	04:30 AM	11.3		344		H
2017/08/21	Mon	11:16 AM	-1.8		-55		L
2017/08/21	Mon	06:18 PM	12.1		369		H
2017/08/22	Tue	12:04 AM	4.5		137		L
2017/08/22	Tue	05:23 AM	11.2		341		H
2017/08/22	Tue	12:01 PM	-1.3		-40		L
2017/08/22	Tue	06:52 PM	12.2		372		H
2017/08/23	Wed	12:47 AM	3.8		116		L
2017/08/23	Wed	06:15 AM	11.0		335		H
2017/08/23	Wed	12:44 PM	-0.5		-15		L
2017/08/23	Wed	07:25 PM	12.1		369		H
2017/08/24	Thu	01:30 AM	3.2		98		L
2017/08/24	Thu	07:07 AM	10.6		323		H
2017/08/24	Thu	01:27 PM	0.5		15		L
2017/08/24	Thu	07:58 PM	11.9		363		H
2017/08/25	Fri	02:13 AM	2.7		82		L
2017/08/25	Fri	07:59 AM	10.2		311		H
2017/08/25	Fri	02:10 PM	1.8		55		L
2017/08/25	Fri	08:32 PM	11.7		357		H
2017/08/26	Sat	02:57 AM	2.3		70		L
2017/08/26	Sat	08:55 AM	9.7		296		H
2017/08/26	Sat	02:53 PM	3.1		94		L
2017/08/26	Sat	09:08 PM	11.2		341		H
2017/08/27	Sun	03:43 AM	2.0		61		L
2017/08/27	Sun	09:56 AM	9.3		283		H
2017/08/27	Sun	03:41 PM	4.4		134		L
2017/08/27	Sun	09:47 PM	10.7		326		H
2017/08/28	Mon	04:32 AM	1.9		58		L
2017/08/28	Mon	11:07 AM	9.0		274		H
2017/08/28	Mon	04:38 PM	5.6		171		L
2017/08/28	Mon	10:31 PM	10.2		311		H
2017/08/29	Tue	05:26 AM	1.8		55		L
2017/08/29	Tue	12:34 PM	9.0		274		H
2017/08/29	Tue	05:54 PM	6.6		201		L
2017/08/29	Tue	11:23 PM	9.6		293		H
2017/08/30	Wed	06:25 AM	1.7		52		L
2017/08/30	Wed	02:09 PM	9.3		283		H
2017/08/30	Wed	07:36 PM	6.9		210		L
2017/08/31	Thu	12:22 AM	9.3		283		H
2017/08/31	Thu	07:25 AM	1.4		43		L
2017/08/31	Thu	03:20 PM	9.8		299		H
2017/08/31	Thu	08:59 PM	6.8		207		L
2017/09/01	Fri	01:24 AM	9.1		277		H
2017/09/01	Fri	08:21 AM	1.1		34		L
2017/09/01	Fri	04:06 PM	10.3		314		H
2017/09/01	Fri	09:50 PM	6.4		195		L
2017/09/02	Sat	02:22 AM	9.3		283		H
2017/09/02	Sat	09:10 AM	0.7		21		L
2017/09/02	Sat	04:40 PM	10.7		326		H
2017/09/02	Sat	10:26 PM	6.0		183		L
2017/09/03	Sun	03:12 AM	9.5		290		H
2017/09/03	Sun	09:53 AM	0.3		9		L
2017/09/03	Sun	05:07 PM	10.9		332		H
2017/09/03	Sun	10:54 PM	5.5		168		L
2017/09/04	Mon	03:57 AM	9.8		299		H
2017/09/04	Mon	10:32 AM	0.1		3		L
2017/09/04	Mon	05:30 PM	11.2		341		H
2017/09/04	Mon	11:21 PM	4.9		149		L
2017/09/05	Tue	04:39 AM	10.2		311		H
2017/09/05	Tue	11:10 AM	0.0		0		L
2017/09/05	Tue	05:55 PM	11.4		347		H
2017/09/05	Tue	11:50 PM	4.2		128		L
2017/09/06	Wed	05:20 AM	10.4		317		H
2017/09/06	Wed	11:48 AM	0.2		6		L
2017/09/06	Wed	06:21 PM	11.6		354		H
2017/09/07	Thu	12:23 AM	3.4		104		L
2017/09/07	Thu	06:03 AM	10.6		323		H
2017/09/07	Thu	12:26 PM	0.6		18		L
2017/09/07	Thu	06:50 PM	11.8		360		H
2017/09/08	Fri	12:59 AM	2.6		79		L
2017/09/08	Fri	06:49 AM	10.7		326		H
2017/09/08	Fri	01:06 PM	1.3		40		L
2017/09/08	Fri	07:21 PM	11.8		360		H
2017/09/09	Sat	01:39 AM	1.7		52		L
2017/09/09	Sat	07:39 AM	10.7		326		H
2017/09/09	Sat	01:48 PM	2.2		67		L
2017/09/09	Sat	07:55 PM	11.8		360		H
2017/09/10	Sun	02:23 AM	1.0		30		L
2017/09/10	Sun	08:34 AM	10.5		320		H
2017/09/10	Sun	02:33 PM	3.4		104		L
2017/09/10	Sun	08:33 PM	11.6		354		H
2017/09/11	Mon	03:11 AM	0.5		15		L
2017/09/11	Mon	09:36 AM	10.3		314		H
2017/09/11	Mon	03:23 PM	4.6		140		L
2017/09/11	Mon	09:15 PM	11.3		344		H
2017/09/12	Tue	04:05 AM	0.2		6		L
2017/09/12	Tue	10:48 AM	10.0		305		H
2017/09/12	Tue	04:24 PM	5.7		174		L
2017/09/12	Tue	10:05 PM	10.8		329		H
2017/09/13	Wed	05:04 AM	0.1		3		L
2017/09/13	Wed	12:12 PM	10.0		305		H
2017/09/13	Wed	05:42 PM	6.5		198		L
2017/09/13	Wed	11:06 PM	10.4		317		H
2017/09/14	Thu	06:11 AM	0.0		0		L
2017/09/14	Thu	01:43 PM	10.3		314		H
2017/09/14	Thu	07:15 PM	6.6		201		L
2017/09/15	Fri	12:18 AM	10.0		305		H
2017/09/15	Fri	07:19 AM	-0.1		-3		L
2017/09/15	Fri	02:57 PM	10.8		329		H
2017/09/15	Fri	08:36 PM	6.1		186		L
2017/09/16	Sat	01:33 AM	10.0		305		H
2017/09/16	Sat	08:24 AM	-0.3		-9		L
2017/09/16	Sat	03:50 PM	11.3		344		H
2017/09/16	Sat	09:37 PM	5.3		162		L
2017/09/17	Sun	02:42 AM	10.2		311		H
2017/09/17	Sun	09:22 AM	-0.3		-9		L
